Product,State,zip3,length
Credit card or prepaid card,PA,190,491
Credit card or prepaid card,PA,191,337
Student loan,IL,622,791
Student loan,OK,730,224
Credit card or prepaid card,AZ,850,663
Mortgage,NJ,80,2337
Credit card or prepaid card,WA,982,1313
Mortgage,VA,224,2061
Student loan,NH,0,503
Student loan,AZ,0,1270
Student loan,CA,0,1604
Mortgage,CA,957,265
Credit card or prepaid card,FL,347,2410
Credit card or prepaid card,MA,0,1302
Student loan,KY,415,621
Credit card or prepaid card,CA,900,621
Credit card or prepaid card,NJ,711,972
Mortgage,IN,462,4358
Credit card or prepaid card,NC,275,2888
Mortgage,FL,342,824
Mortgage,GA,0,1241
Student loan,CA,0,913
Credit card or prepaid card,DE,197,1323
Mortgage,NC,280,2108
Credit card or prepaid card,PA,0,655
Student loan,FL,338,402
Mortgage,FL,0,1229
Mortgage,MI,490,712
Vehicle loan or lease,MI,481,655
Mortgage,TN,0,940
Credit card or prepaid card,OK,740,3448
Vehicle loan or lease,TX,785,415
Mortgage,WA,980,1630
Mortgage,WA,986,2073
Student loan,FL,325,2224
Credit card or prepaid card,CA,902,1231
Student loan,NY,0,1117
Credit card or prepaid card,CO,800,778
Mortgage,GA,300,553
Credit card or prepaid card,VA,233,4796
Credit card or prepaid card,MN,0,514
Vehicle loan or lease,FL,0,639
Credit card or prepaid card,OH,0,668
Credit card or prepaid card,CA,940,611
Mortgage,NY,0,488
Student loan,OK,0,985
Student loan,OH,452,1351
Vehicle loan or lease,CA,934,877
Mortgage,FL,0,572
Credit card or prepaid card,ME,0,2242
Mortgage,MA,0,1049
Credit card or prepaid card,CA,960,531
Credit card or prepaid card,WA,982,787
Mortgage,FL,331,968
Credit card or prepaid card,OH,0,723
Mortgage,OK,0,1725
Vehicle loan or lease,PA,156,750
Vehicle loan or lease,PA,0,572
Credit card or prepaid card,IL,0,1248
Credit card or prepaid card,IL,606,1207
Credit card or prepaid card,NC,0,1060
Vehicle loan or lease,TX,775,366
Vehicle loan or lease,CA,925,632
Mortgage,CA,925,958
Credit card or prepaid card,TX,773,875
Credit card or prepaid card,OR,974,393
Mortgage,MO,0,2631
Vehicle loan or lease,TX,0,2921
Credit card or prepaid card,NC,281,6865
Credit card or prepaid card,MA,0,2236
Mortgage,NE,681,946
Mortgage,GA,300,1901
Credit card or prepaid card,CA,913,721
Mortgage,HI,967,2586
Credit card or prepaid card,NY,110,990
Mortgage,LA,704,2479
Credit card or prepaid card,WA,982,2222
Mortgage,DE,199,1129
Vehicle loan or lease,MA,0,2503
Credit card or prepaid card,TX,761,1221
Mortgage,OR,0,522
Mortgage,IL,604,2141
Vehicle loan or lease,NE,0,2409
Credit card or prepaid card,CA,946,2435
Credit card or prepaid card,MI,481,844
Student loan,MN,554,2364
Credit card or prepaid card,IL,627,2060
Credit card or prepaid card,NJ,0,1037
Vehicle loan or lease,NY,141,1836
Credit card or prepaid card,MN,0,924
Credit card or prepaid card,OH,0,770
Mortgage,GA,300,1352
Credit card or prepaid card,NJ,71,1149
Credit card or prepaid card,FL,333,478
Student loan,WA,993,509
Mortgage,WA,0,1980
Credit card or prepaid card,CA,900,956
Mortgage,CA,913,401
Mortgage,CA,941,2012
Vehicle loan or lease,CA,913,1669
Credit card or prepaid card,CA,941,2685
Credit card or prepaid card,GA,300,1071
Vehicle loan or lease,GA,301,3625
Mortgage,MI,481,1191
Student loan,FL,333,803
Vehicle loan or lease,NJ,80,1285
Credit card or prepaid card,TX,0,293
Student loan,AE,905,1263
Mortgage,GA,300,2411
Credit card or prepaid card,WA,992,1376
Mortgage,TX,770,1557
Mortgage,FL,325,1164
Credit card or prepaid card,WI,0,1007
Mortgage,TN,378,1402
Credit card or prepaid card,AZ,863,857
Credit card or prepaid card,PA,0,410
Vehicle loan or lease,TX,773,964
Credit card or prepaid card,GA,317,1115
Student loan,GA,314,569
Student loan,GA,300,1453
Credit card or prepaid card,MD,0,472
Mortgage,NM,0,417
Credit card or prepaid card,AE,975,2198
Credit card or prepaid card,NY,100,544
Mortgage,CA,945,1028
Mortgage,FL,330,3200
Credit card or prepaid card,VA,221,3610
Mortgage,MA,0,1074
Mortgage,AZ,850,978
Credit card or prepaid card,WI,544,303
Student loan,NC,278,2099
Credit card or prepaid card,CA,926,541
Credit card or prepaid card,CA,928,25
Student loan,FL,330,2315
Mortgage,CA,945,932
Credit card or prepaid card,NY,0,807
Vehicle loan or lease,TX,782,600
Credit card or prepaid card,PA,193,1772
Credit card or prepaid card,CA,939,304
Student loan,WA,981,1440
Credit card or prepaid card,NC,282,79
Vehicle loan or lease,PA,194,1761
Mortgage,OR,977,1892
Vehicle loan or lease,AR,720,63
Mortgage,TX,0,1242
Student loan,VA,221,252
Credit card or prepaid card,NJ,0,753
Mortgage,VA,0,1400
Mortgage,AR,716,1462
Mortgage,PA,178,8957
Student loan,WA,981,463
Credit card or prepaid card,CA,941,713
Credit card or prepaid card,VA,201,702
Mortgage,TN,370,528
Mortgage,NJ,0,2929
Credit card or prepaid card,NE,685,858
Credit card or prepaid card,AL,0,195
Mortgage,GA,315,10028
Credit card or prepaid card,NY,115,705
Credit card or prepaid card,HI,967,65
Credit card or prepaid card,CA,0,676
Student loan,NM,875,1040
Vehicle loan or lease,TX,799,1181
Student loan,OH,448,2527
Student loan,PA,0,125
Mortgage,CA,921,1497
Credit card or prepaid card,TN,371,259
Credit card or prepaid card,DE,197,262
Mortgage,TN,370,630
Credit card or prepaid card,CA,0,1005
Credit card or prepaid card,CA,933,1149
Credit card or prepaid card,CT,681,547
Credit card or prepaid card,IL,600,1739
Mortgage,FL,0,959
Student loan,MN,0,1197
Vehicle loan or lease,VA,221,1033
Student loan,TX,0,940
Mortgage,PA,191,917
Mortgage,NJ,70,1900
Vehicle loan or lease,CO,805,1457
Mortgage,WA,986,1873
Credit card or prepaid card,FL,333,197
Credit card or prepaid card,NJ,70,802
Credit card or prepaid card,TX,782,2740
Student loan,NV,891,2247
Vehicle loan or lease,CT,632,752
Mortgage,CO,0,365
Mortgage,FL,334,1045
Mortgage,TN,381,1790
Mortgage,IL,606,4389
Credit card or prepaid card,NV,891,1050
Mortgage,ND,0,395
Vehicle loan or lease,CO,802,1358
Mortgage,IA,526,1109
Vehicle loan or lease,DE,197,1470
Credit card or prepaid card,RI,28,839
Credit card or prepaid card,CA,913,2041
Mortgage,CA,960,2396
Vehicle loan or lease,IN,471,381
Credit card or prepaid card,TX,751,428
Credit card or prepaid card,FL,0,785
Credit card or prepaid card,OH,451,2011
Student loan,GA,301,917
Student loan,FL,330,1280
Mortgage,GA,302,703
Student loan,TX,770,119
Vehicle loan or lease,NY,112,721
Mortgage,CT,67,1383
Credit card or prepaid card,OH,441,1312
Mortgage,WI,0,1746
Credit card or prepaid card,MD,0,434
Mortgage,GA,303,903
Credit card or prepaid card,KY,0,1178
Credit card or prepaid card,PA,187,845
Vehicle loan or lease,WV,260,2299
Student loan,OR,0,483
Mortgage,MD,0,2345
Credit card or prepaid card,NV,0,1309
Mortgage,FL,328,805
Mortgage,PA,0,4800
Credit card or prepaid card,TX,773,747
Credit card or prepaid card,MD,0,817
Student loan,PA,0,216
Credit card or prepaid card,NY,109,260
Student loan,FL,0,2319
Student loan,CA,0,1094
Mortgage,NV,891,5875
Credit card or prepaid card,SC,296,994
Mortgage,FL,342,2929
Student loan,WI,537,357
Mortgage,PA,152,1532
Credit card or prepaid card,MD,208,223
Credit card or prepaid card,NY,112,1927
Student loan,MO,631,481
Mortgage,FL,329,962
Credit card or prepaid card,CA,957,2327
Credit card or prepaid card,FL,337,1123
Student loan,TN,383,560
Credit card or prepaid card,GA,301,1328
Credit card or prepaid card,NY,100,1961
Vehicle loan or lease,CA,953,742
Mortgage,CA,921,380
Mortgage,GA,302,680
Credit card or prepaid card,GA,300,510
Student loan,MD,0,631
Mortgage,FL,326,1232
Mortgage,VA,232,1087
Credit card or prepaid card,MN,550,6307
Vehicle loan or lease,NV,890,625
Credit card or prepaid card,NV,0,823
Credit card or prepaid card,CA,0,673
Student loan,CT,0,492
Mortgage,CT,0,3352
Mortgage,KS,0,87
Mortgage,GA,300,472
Credit card or prepaid card,NY,142,25196
Credit card or prepaid card,TX,761,484
Credit card or prepaid card,VI,802,630
Credit card or prepaid card,MD,212,1110
Mortgage,AZ,0,2152
Credit card or prepaid card,MS,391,703
Vehicle loan or lease,NY,0,1174
Student loan,CA,921,1169
Student loan,TX,787,1472
Credit card or prepaid card,NY,100,1756
Mortgage,GA,0,305
Student loan,MN,551,977
Student loan,CO,809,1386
Mortgage,AL,0,786
Credit card or prepaid card,CO,800,730
Credit card or prepaid card,NY,100,1939
Mortgage,CT,67,1116
Mortgage,CA,951,3223
Credit card or prepaid card,NC,272,2831
Student loan,NY,112,913
Credit card or prepaid card,TX,752,470
Credit card or prepaid card,IL,601,390
Mortgage,TX,751,629
Credit card or prepaid card,FL,334,3883
Credit card or prepaid card,CA,900,470
Mortgage,AZ,852,923
Mortgage,VA,220,6278
Vehicle loan or lease,WI,0,956
Mortgage,NJ,78,2166
Credit card or prepaid card,CA,902,1051
Credit card or prepaid card,MD,207,301
Mortgage,OR,970,475
Student loan,IL,606,561
Credit card or prepaid card,OH,432,405
Credit card or prepaid card,NY,112,1596
Vehicle loan or lease,WI,0,2207
Credit card or prepaid card,GA,303,1079
Mortgage,NH,31,1161
Mortgage,OH,452,1117
Vehicle loan or lease,CO,802,2105
Credit card or prepaid card,ID,836,325
Credit card or prepaid card,OH,441,1539
Mortgage,FL,342,1808
Credit card or prepaid card,CT,68,842
Student loan,NC,284,558
Credit card or prepaid card,GA,0,324
Mortgage,FL,334,572
Credit card or prepaid card,MD,0,2403
Credit card or prepaid card,WA,0,1712
Credit card or prepaid card,CA,921,746
Mortgage,CA,935,991
Mortgage,OK,730,2212
Credit card or prepaid card,FL,334,942
Student loan,NC,281,472
Credit card or prepaid card,NJ,0,587
Credit card or prepaid card,NC,280,619
Mortgage,OH,0,573
Mortgage,TX,0,1753
Credit card or prepaid card,CA,900,1117
Credit card or prepaid card,TN,371,203
Mortgage,GA,300,3629
Student loan,TX,752,1223
Mortgage,PR,907,1967
Student loan,PA,191,2347
Student loan,MI,488,1089
Vehicle loan or lease,LA,705,1879
Mortgage,MD,207,2098
Credit card or prepaid card,FL,327,1496
Credit card or prepaid card,TX,778,1565
Credit card or prepaid card,TX,778,679
Vehicle loan or lease,NY,109,276
Mortgage,IL,606,580
Mortgage,FL,335,549
Mortgage,OH,0,784
Credit card or prepaid card,MD,212,674
Credit card or prepaid card,FL,327,388
Credit card or prepaid card,AZ,856,568
Credit card or prepaid card,TX,750,329
Mortgage,FL,330,4214
Credit card or prepaid card,NC,283,568
Mortgage,TX,752,1317
Credit card or prepaid card,MD,217,4128
Student loan,WA,983,4981
Vehicle loan or lease,VA,0,1562
Student loan,CA,913,433
Mortgage,PA,156,7722
Vehicle loan or lease,NC,283,204
Mortgage,FL,331,3323
Credit card or prepaid card,NY,0,1458
Student loan,NY,100,3909
Mortgage,MI,480,439
Credit card or prepaid card,CA,913,384
Mortgage,CA,940,844
Mortgage,FL,0,2237
Credit card or prepaid card,PR,987,304
Credit card or prepaid card,TX,786,1207
Mortgage,CO,0,605
Mortgage,CA,945,3206
Mortgage,MD,212,3495
Vehicle loan or lease,OH,442,192
Student loan,RI,28,184
Student loan,KS,660,3073
Credit card or prepaid card,MI,482,247
Credit card or prepaid card,FL,324,303
Mortgage,DC,200,1331
Vehicle loan or lease,TX,782,2879
Mortgage,SC,294,4730
Mortgage,OH,450,399
Credit card or prepaid card,SC,0,231
Mortgage,KY,0,804
Student loan,OR,975,637
Mortgage,GA,317,7836
Credit card or prepaid card,NY,100,905
Vehicle loan or lease,VA,0,3828
Student loan,MA,0,4330
Mortgage,TX,770,6795
Credit card or prepaid card,NJ,0,4171
Student loan,CA,953,2649
Credit card or prepaid card,MO,630,88
Vehicle loan or lease,TX,770,831
Student loan,CA,927,501
Student loan,SC,296,4826
Mortgage,CA,956,8216
Vehicle loan or lease,AZ,850,2472
Student loan,OH,430,3731
Credit card or prepaid card,CA,919,475
Mortgage,NY,115,853
Credit card or prepaid card,NY,100,819
Credit card or prepaid card,IL,622,371
Mortgage,SD,571,2664
Student loan,OR,970,838
Mortgage,NJ,80,3100
Mortgage,IA,524,2495
Credit card or prepaid card,LA,701,499
Credit card or prepaid card,MN,551,479
Student loan,CA,913,3334
Mortgage,AZ,853,328
Student loan,PA,150,358
Mortgage,GA,300,1136
Credit card or prepaid card,NY,0,124
Mortgage,FL,338,2939
Mortgage,WA,0,4661
Mortgage,VA,226,3931
Mortgage,NJ,70,1074
Credit card or prepaid card,AZ,852,159
Credit card or prepaid card,CA,953,736
Mortgage,GA,301,816
Student loan,MO,652,641
Student loan,NH,0,13098
Mortgage,TN,0,414
Mortgage,TX,761,5481
Credit card or prepaid card,OH,443,2929
Mortgage,TN,0,499
Credit card or prepaid card,NC,277,757
Credit card or prepaid card,NY,112,4409
Credit card or prepaid card,VA,221,1648
Mortgage,MD,207,747
Credit card or prepaid card,TX,751,127
Mortgage,KY,410,133
Mortgage,FL,331,1708
Mortgage,IL,604,153
Credit card or prepaid card,TX,774,225
Credit card or prepaid card,MN,0,1060
Credit card or prepaid card,AZ,850,233
Mortgage,AL,368,839
Vehicle loan or lease,GA,0,5039
Mortgage,CO,808,626
Credit card or prepaid card,CA,941,197
Credit card or prepaid card,PA,0,1016
Mortgage,FL,338,5745
Mortgage,NM,880,3598
Student loan,MI,0,1154
Credit card or prepaid card,NC,0,3376
Student loan,CA,920,464
Mortgage,UT,840,887
Credit card or prepaid card,PA,0,969
Student loan,CA,926,794
Mortgage,MO,640,4075
Credit card or prepaid card,CA,945,295
Vehicle loan or lease,CA,913,1394
Mortgage,CA,920,338
Mortgage,LA,0,843
Mortgage,CA,920,4544
Mortgage,CA,913,292
Vehicle loan or lease,NC,282,384
Credit card or prepaid card,VA,231,372
Student loan,NY,104,178
Mortgage,FL,320,5087
Mortgage,TX,752,723
Credit card or prepaid card,HI,967,203
Mortgage,KS,0,280
Mortgage,PA,190,464
Student loan,OK,0,458
Student loan,AZ,850,49
Mortgage,OK,731,4682
Credit card or prepaid card,NY,112,499
Vehicle loan or lease,NY,0,688
Credit card or prepaid card,CA,947,816
Mortgage,NH,31,3519
Mortgage,CA,941,1419
Credit card or prepaid card,OH,441,290
Credit card or prepaid card,MA,21,2415
Mortgage,DC,200,480
Credit card or prepaid card,NV,890,269
Mortgage,VA,235,957
Credit card or prepaid card,NY,112,263
Mortgage,IL,606,471
Student loan,AL,357,5271
Student loan,MI,0,3642
Student loan,PA,191,584
Student loan,NC,284,1067
Student loan,MA,12,974
Mortgage,MI,483,836
Credit card or prepaid card,WA,982,17751
Mortgage,AL,368,592
Credit card or prepaid card,KY,0,343
Vehicle loan or lease,MD,210,2179
Student loan,MD,0,730
Mortgage,NJ,0,3468
Credit card or prepaid card,FL,330,323
Mortgage,FL,337,1130
Mortgage,VA,235,3786
Mortgage,VA,0,1202
Student loan,IL,600,1144
Credit card or prepaid card,MN,554,656
Mortgage,NC,281,507
Vehicle loan or lease,GA,301,3113
Mortgage,CO,803,4217
Mortgage,CA,0,1132
Student loan,LA,701,278
Vehicle loan or lease,PA,191,168
Mortgage,AL,354,465
Credit card or prepaid card,CT,64,2847
Credit card or prepaid card,TX,770,539
Mortgage,CA,922,1089
Credit card or prepaid card,CA,925,952
Credit card or prepaid card,TX,774,1654
Mortgage,TX,0,589
Credit card or prepaid card,CA,921,753
Student loan,MN,551,525
Mortgage,SC,0,2885
Credit card or prepaid card,NJ,0,497
Credit card or prepaid card,NY,0,728
Credit card or prepaid card,VA,226,774
Mortgage,CA,953,487
Mortgage,VA,0,1517
Student loan,NY,108,665
Student loan,TX,775,4011
Credit card or prepaid card,CA,956,283
Credit card or prepaid card,ID,838,1193
Credit card or prepaid card,NY,0,1094
Student loan,None,0,658
Student loan,NY,0,1709
Credit card or prepaid card,CA,925,1013
Credit card or prepaid card,SC,0,491
Mortgage,CA,926,1074
Vehicle loan or lease,CA,913,978
Student loan,WI,547,833
Mortgage,GA,302,807
Student loan,GA,0,393
Student loan,OH,0,1420
Mortgage,GA,303,1665
Mortgage,CO,800,1211
Credit card or prepaid card,CA,951,2420
Mortgage,MD,211,2413
Credit card or prepaid card,DE,0,430
Credit card or prepaid card,MA,0,1060
Credit card or prepaid card,AZ,852,775
Credit card or prepaid card,FL,331,455
Credit card or prepaid card,AZ,864,352
Vehicle loan or lease,TX,760,2994
Credit card or prepaid card,PA,151,445
Mortgage,MD,0,546
Credit card or prepaid card,IL,600,1482
Mortgage,LA,711,2074
Student loan,IL,606,477
Mortgage,GA,303,2749
Credit card or prepaid card,IL,605,1083
Credit card or prepaid card,WA,982,746
Student loan,CA,959,1643
Student loan,LA,708,1712
Student loan,MA,18,1237
Mortgage,PA,191,198
Credit card or prepaid card,NY,112,1351
Credit card or prepaid card,WI,543,5706
Vehicle loan or lease,NV,890,159
Student loan,FL,333,736
Mortgage,OH,451,3020
Mortgage,FL,0,910
Credit card or prepaid card,NH,0,1071
Credit card or prepaid card,FL,0,1212
Mortgage,TN,0,939
Credit card or prepaid card,NY,0,1240
Student loan,CA,910,722
Vehicle loan or lease,MD,211,1322
Student loan,VA,0,560
Mortgage,MI,0,779
Credit card or prepaid card,GA,300,2668
Mortgage,NJ,801,19224
Mortgage,NY,0,4005
Mortgage,VA,221,923
Mortgage,IL,0,1847
Mortgage,CA,904,8437
Student loan,TX,761,726
Mortgage,SC,290,332
Student loan,CT,61,641
Credit card or prepaid card,FL,0,1211
Mortgage,CA,923,1512
Student loan,CA,913,198
Credit card or prepaid card,CT,68,2596
Student loan,NJ,82,149
Credit card or prepaid card,GA,300,1578
Vehicle loan or lease,TN,379,460
Credit card or prepaid card,MD,207,1376
Mortgage,CA,958,1287
Vehicle loan or lease,CA,925,950
Mortgage,OH,452,2242
Credit card or prepaid card,FL,339,653
Vehicle loan or lease,NY,112,242
Vehicle loan or lease,MI,480,1126
Vehicle loan or lease,TX,772,878
Mortgage,CA,958,4742
Mortgage,VA,220,8700
Vehicle loan or lease,CA,900,223
Mortgage,CO,802,739
Credit card or prepaid card,CA,926,2374
Mortgage,MI,481,1227
Credit card or prepaid card,CA,926,719
Student loan,PA,150,672
Mortgage,AL,0,1394
Mortgage,FL,334,581
Credit card or prepaid card,CA,928,2145
Vehicle loan or lease,TX,751,576
Credit card or prepaid card,AR,727,2132
Credit card or prepaid card,CA,933,1547
Credit card or prepaid card,NY,105,2064
Mortgage,NJ,0,1949
Credit card or prepaid card,FL,329,1069
Credit card or prepaid card,NC,276,599
Vehicle loan or lease,CA,917,733
Mortgage,CA,950,1873
Credit card or prepaid card,CA,913,3947
Credit card or prepaid card,FL,331,314
Vehicle loan or lease,GA,305,2484
Mortgage,CA,911,9050
Credit card or prepaid card,NY,117,1270
Credit card or prepaid card,OH,436,916
Student loan,OH,0,2520
Credit card or prepaid card,FL,0,3594
Credit card or prepaid card,FL,334,439
Student loan,PA,194,732
Student loan,WI,532,1028
Student loan,VA,233,461
Credit card or prepaid card,CA,912,650
Student loan,GA,301,522
Student loan,FL,325,1318
Credit card or prepaid card,OH,450,963
Mortgage,WV,0,3983
Student loan,AZ,0,597
Student loan,NJ,70,1547
Mortgage,OH,441,1663
Mortgage,MD,212,1133
Mortgage,VA,220,1595
Mortgage,NV,891,866
Mortgage,CA,959,4702
Credit card or prepaid card,CT,0,737
Credit card or prepaid card,PA,0,199
Mortgage,CA,923,489
Credit card or prepaid card,CA,930,1842
Mortgage,CA,959,1261
Mortgage,GA,302,1203
Mortgage,NC,0,1287
Credit card or prepaid card,NY,114,152
Vehicle loan or lease,MD,0,784
Credit card or prepaid card,MI,490,1165
Mortgage,CA,0,1756
Student loan,OH,0,575
Credit card or prepaid card,ID,836,2060
Mortgage,GA,319,654
Vehicle loan or lease,SC,0,4510
Credit card or prepaid card,NC,280,2776
Credit card or prepaid card,CA,0,418
Vehicle loan or lease,PA,191,69
Credit card or prepaid card,FL,344,1044
Credit card or prepaid card,OH,0,3619
Credit card or prepaid card,WA,980,1509
Mortgage,NC,275,2264
Credit card or prepaid card,MA,14,1869
Mortgage,FL,331,672
Mortgage,WA,988,918
Credit card or prepaid card,FL,341,597
Student loan,PA,170,2634
Credit card or prepaid card,UT,840,633
Credit card or prepaid card,NJ,0,1237
Mortgage,NY,125,2037
Credit card or prepaid card,TX,0,2286
Credit card or prepaid card,GA,302,572
Credit card or prepaid card,CA,0,475
Credit card or prepaid card,MD,211,670
Vehicle loan or lease,CO,801,693
Credit card or prepaid card,OH,436,1468
Mortgage,PA,172,657
Credit card or prepaid card,NY,103,955
Credit card or prepaid card,KY,402,2141
Credit card or prepaid card,OR,0,1441
Mortgage,CA,921,1431
Vehicle loan or lease,OR,972,1093
Credit card or prepaid card,IN,461,797
Student loan,FL,0,348
Mortgage,CA,0,6951
Mortgage,CA,945,2027
Credit card or prepaid card,OK,0,1267
Credit card or prepaid card,FL,322,1369
Vehicle loan or lease,CA,935,820
Credit card or prepaid card,OR,0,2482
Student loan,KS,0,1722
Credit card or prepaid card,MI,483,925
Credit card or prepaid card,OH,452,1611
Student loan,TX,762,215
Mortgage,CA,906,14528
Mortgage,CA,906,1008
Mortgage,CA,950,910
Vehicle loan or lease,CA,952,426
Mortgage,NJ,80,496
Credit card or prepaid card,CA,910,3410
Credit card or prepaid card,PA,0,816
Mortgage,HI,967,950
Mortgage,CA,952,2422
Mortgage,IL,604,1354
Credit card or prepaid card,FL,0,1591
Mortgage,TX,750,1376
Student loan,OH,0,1195
Credit card or prepaid card,GA,301,469
Credit card or prepaid card,NY,0,757
Credit card or prepaid card,IL,606,1601
Student loan,NY,0,1304
Student loan,OK,0,650
Mortgage,WA,0,2748
Mortgage,CT,684,2175
Credit card or prepaid card,HI,968,437
Mortgage,IL,0,3151
Credit card or prepaid card,FL,323,765
Mortgage,CA,908,1267
Credit card or prepaid card,PA,168,2770
Mortgage,CA,958,1810
Mortgage,GA,0,2851
Credit card or prepaid card,TX,750,1231
Vehicle loan or lease,NJ,70,1341
Mortgage,AZ,852,2263
Credit card or prepaid card,CA,0,1669
Credit card or prepaid card,NJ,0,695
Mortgage,TX,770,1786
Mortgage,CA,945,739
Mortgage,NY,0,1490
Credit card or prepaid card,NY,115,558
Credit card or prepaid card,CT,0,2851
Credit card or prepaid card,GA,300,26
Mortgage,FL,333,497
Mortgage,AZ,852,192
Credit card or prepaid card,TX,767,454
Vehicle loan or lease,CA,948,272
Mortgage,NV,890,1056
Mortgage,NC,0,1037
Credit card or prepaid card,NJ,0,1074
Mortgage,CA,928,1051
Mortgage,NJ,70,1081
Credit card or prepaid card,MA,21,1641
Credit card or prepaid card,PA,191,883
Mortgage,MN,554,336
Credit card or prepaid card,IL,601,252
Student loan,CA,953,588
Student loan,CO,800,3148
Vehicle loan or lease,OK,0,651
Mortgage,PA,191,635
Mortgage,OR,974,813
Credit card or prepaid card,TX,750,814
Credit card or prepaid card,CA,921,1097
Credit card or prepaid card,MN,554,229
Mortgage,NY,0,3214
Mortgage,MA,0,2327
Credit card or prepaid card,OH,449,3759
Credit card or prepaid card,CA,914,955
Student loan,GA,300,560
Mortgage,NH,0,1886
Mortgage,IL,622,2373
Mortgage,MI,481,1212
Mortgage,NC,275,1120
Student loan,PA,194,1214
Mortgage,CA,920,218
Student loan,TX,757,2043
Mortgage,MI,483,1057
Mortgage,TX,786,585
Mortgage,CA,900,5172
Vehicle loan or lease,TX,0,5622
Student loan,IL,606,3540
Mortgage,GA,315,10082
Mortgage,GA,303,3319
Student loan,WA,981,987
Mortgage,TN,379,1805
Credit card or prepaid card,FL,331,3027
Vehicle loan or lease,FL,0,2066
Credit card or prepaid card,NJ,88,1056
Credit card or prepaid card,CA,928,1102
Credit card or prepaid card,WA,981,1138
Credit card or prepaid card,FL,335,295
Credit card or prepaid card,VA,201,2788
Vehicle loan or lease,IN,462,211
Student loan,PA,0,520
Student loan,NY,138,771
Credit card or prepaid card,FL,333,884
Credit card or prepaid card,PA,193,1915
Credit card or prepaid card,OH,0,686
Credit card or prepaid card,NC,283,1847
Credit card or prepaid card,NC,0,2400
Mortgage,GA,302,903
Student loan,CA,910,773
Mortgage,LA,700,2230
Student loan,FL,331,588
Mortgage,MS,396,556
Vehicle loan or lease,IL,600,473
Mortgage,TX,0,1916
Mortgage,NJ,85,1652
Credit card or prepaid card,None,0,949
Vehicle loan or lease,GA,303,536
Student loan,SC,292,614
Mortgage,NY,117,1176
Mortgage,MO,0,1870
Student loan,VA,201,1010
Student loan,CA,0,269
Credit card or prepaid card,CA,945,2185
Credit card or prepaid card,NY,0,617
Mortgage,FL,0,992
Mortgage,CA,951,4702
Vehicle loan or lease,MI,480,1250
Credit card or prepaid card,CA,0,2741
Credit card or prepaid card,CA,0,2609
Student loan,WA,0,1298
Student loan,NC,281,2423
Credit card or prepaid card,IL,600,893
Credit card or prepaid card,PA,191,580
Mortgage,OR,973,1580
Credit card or prepaid card,OK,740,1314
Credit card or prepaid card,CA,926,505
Student loan,PA,152,1840
Credit card or prepaid card,MD,209,1308
Student loan,IL,0,2590
Mortgage,GA,300,1836
Mortgage,LA,707,1322
Credit card or prepaid card,LA,701,1148
Credit card or prepaid card,IL,606,527
Credit card or prepaid card,TX,0,60
Vehicle loan or lease,CA,934,1705
Vehicle loan or lease,MD,211,2116
Mortgage,NY,142,1227
Mortgage,FL,331,1508
Student loan,VA,221,1041
Credit card or prepaid card,TX,787,5091
Credit card or prepaid card,OR,0,1032
Mortgage,IL,0,1508
Mortgage,NY,115,1033
Mortgage,CA,956,4038
Credit card or prepaid card,FL,331,1196
Student loan,IL,600,472
Credit card or prepaid card,CA,922,2338
Mortgage,IL,0,2537
Mortgage,FL,0,1425
Mortgage,OH,0,698
Credit card or prepaid card,NJ,88,190
Credit card or prepaid card,IN,463,770
Student loan,IA,522,1332
Vehicle loan or lease,NC,275,1858
Credit card or prepaid card,WA,989,1163
Credit card or prepaid card,NV,891,489
Mortgage,NC,0,885
Credit card or prepaid card,FL,0,537
Vehicle loan or lease,NJ,70,632
Mortgage,ME,0,176
Vehicle loan or lease,TN,372,454
Mortgage,NY,109,13371
Credit card or prepaid card,TN,376,949
Mortgage,MD,208,668
Credit card or prepaid card,WI,549,2216
Student loan,WA,993,732
Credit card or prepaid card,CA,0,194
Credit card or prepaid card,CA,926,1390
Credit card or prepaid card,NY,109,780
Credit card or prepaid card,CA,934,1225
Mortgage,AR,0,1247
Mortgage,FL,341,1428
Credit card or prepaid card,NY,0,2387
Vehicle loan or lease,AZ,852,2446
Vehicle loan or lease,OH,454,4645
Mortgage,FL,337,2382
Mortgage,MO,0,1479
Credit card or prepaid card,NC,282,374
Vehicle loan or lease,AZ,851,532
Student loan,MI,495,3319
Mortgage,NM,871,1512
Credit card or prepaid card,KS,672,668
Mortgage,VA,238,1476
Mortgage,SC,296,2818
Mortgage,NH,38,646
Credit card or prepaid card,TX,761,1277
Mortgage,CA,917,748
Vehicle loan or lease,MD,208,3193
Mortgage,GA,303,856
Mortgage,CO,0,5306
Credit card or prepaid card,OH,441,1207
Credit card or prepaid card,FL,334,1797
Student loan,TN,381,156
Vehicle loan or lease,NV,890,463
Credit card or prepaid card,GA,300,674
Credit card or prepaid card,KY,410,1014
Vehicle loan or lease,WI,546,1099
Credit card or prepaid card,CA,933,914
Student loan,None,0,517
Mortgage,NY,103,506
Vehicle loan or lease,AZ,852,1168
Credit card or prepaid card,CA,0,216
Credit card or prepaid card,VA,222,1347
Credit card or prepaid card,NV,891,959
Credit card or prepaid card,FL,346,3409
Student loan,CA,933,444
Student loan,CA,920,1118
Credit card or prepaid card,TN,378,382
Credit card or prepaid card,KS,0,395
