ziplength,complength,custlength,Product
5,39,1505,1
3,37,476,1
3,14,1811,0
3,24,1537,0
3,24,681,1
5,29,681,3
3,21,330,1
3,20,1676,0
3,13,1298,1
3,37,891,0
3,23,1372,2
3,13,2907,2
3,23,1750,2
3,24,653,0
3,23,376,2
3,23,921,2
3,19,801,1
3,20,416,1
3,19,1818,1
5,33,1034,0
3,14,1342,0
5,32,1954,1
3,14,952,1
3,36,630,3
3,24,1442,1
3,20,770,1
3,23,1142,2
3,53,2662,2
3,20,74,0
3,23,466,2
3,23,140,2
3,9,522,3
3,37,452,0
5,27,1763,2
3,27,1307,1
3,21,696,1
5,23,69,2
3,9,570,2
3,19,986,1
3,33,779,0
3,20,1320,1
3,27,1935,3
3,19,906,0
3,27,3344,0
3,19,1868,1
3,9,1029,2
3,19,263,0
3,19,1013,1
3,31,477,1
3,9,705,2
3,23,675,2
3,28,1092,1
3,23,2066,2
3,27,711,1
5,14,891,0
3,27,3407,1
3,19,1129,1
5,19,2785,1
3,33,1841,3
3,19,1256,0
3,24,6444,1
3,27,1747,1
3,22,269,2
3,22,1283,2
3,33,1264,0
3,12,881,1
3,23,467,2
3,23,2110,2
3,27,1945,1
3,13,307,3
3,19,1624,1
3,23,1548,2
5,27,1032,0
3,19,1241,1
3,37,2500,1
3,23,409,2
3,11,324,2
3,20,480,0
3,35,3577,1
3,26,7363,0
3,24,2468,0
3,9,339,2
3,14,345,0
5,29,373,2
3,24,1410,1
3,22,827,1
3,14,519,0
5,24,1067,1
3,29,978,1
3,20,4003,0
3,25,2776,2
5,27,1056,1
3,24,1925,1
3,12,492,2
3,22,730,0
5,23,933,2
3,23,1050,3
5,24,449,0
5,24,2344,1
5,20,888,0
5,31,649,3
5,20,613,0
3,24,6963,1
5,15,1168,2
3,21,1594,1
3,24,452,0
3,20,1668,1
5,20,853,1
3,18,1691,1
3,16,950,1
3,15,1363,2
3,29,1299,0
3,21,886,1
3,24,1653,1
3,14,2554,0
3,14,352,0
3,21,133,1
3,25,779,1
3,24,2611,0
3,23,2278,2
3,20,364,0
3,23,584,2
3,18,5318,1
3,30,2568,3
5,27,1404,1
3,19,2464,3
3,12,1592,1
3,9,255,2
3,33,833,0
3,19,436,3
3,20,4801,1
3,24,5819,1
3,20,780,1
3,20,85,0
3,20,1155,0
3,20,973,0
3,24,4233,1
3,23,561,2
5,20,642,0
3,12,507,0
3,21,1730,1
3,27,70,1
3,31,747,1
3,23,357,2
3,9,1684,2
3,24,1750,0
3,14,1755,0
3,23,333,2
3,17,540,3
3,29,785,2
3,26,172,0
3,28,4288,1
3,32,3995,3
5,23,526,2
3,9,3651,2
3,9,1929,2
3,19,368,0
5,33,380,0
3,21,157,1
3,22,2594,1
3,13,779,2
3,18,920,1
3,33,668,0
3,37,3962,1
3,23,1470,2
5,38,457,0
3,14,914,0
3,21,948,1
3,20,830,3
3,33,624,0
3,23,963,2
3,19,3845,0
3,33,866,1
3,27,513,0
3,18,950,1
3,27,1793,3
3,8,4222,0
3,9,1266,2
3,27,667,0
3,21,5458,1
3,32,2033,0
3,21,110,3
3,33,1411,0
3,22,933,0
3,33,236,0
3,14,347,0
3,9,904,2
3,33,526,1
3,20,800,1
3,19,1291,0
3,13,1087,0
3,24,611,0
3,27,1245,1
3,27,1198,1
3,13,6099,2
3,21,704,0
3,22,1489,3
3,39,855,3
3,20,117,0
3,19,896,1
3,14,6441,0
3,13,2226,1
3,24,1298,0
3,33,1347,0
5,20,1267,1
3,36,995,3
3,38,274,3
5,27,623,0
3,21,426,1
3,20,1015,1
3,13,743,1
3,37,334,0
3,12,2624,0
3,23,610,2
3,20,1748,0
3,20,1433,1
3,13,935,1
3,9,730,2
3,9,1198,2
3,23,192,2
3,13,3112,0
3,33,443,0
3,13,317,0
3,33,345,0
3,20,579,1
3,12,652,2
3,12,718,0
3,27,1849,1
3,20,385,0
5,17,628,1
3,20,807,1
3,33,1165,0
3,14,1054,1
3,9,1168,2
3,26,2725,0
3,33,697,0
3,13,478,0
3,24,1304,0
5,19,2747,1
5,21,530,1
3,9,723,2
3,20,1957,0
3,22,1335,0
3,24,1466,0
3,31,43,1
3,24,1363,0
3,26,398,1
3,33,899,0
3,22,1142,0
3,37,1008,1
3,23,412,2
3,24,1155,1
3,12,1339,0
3,27,4097,1
3,9,3558,2
3,9,2868,2
3,23,544,2
3,20,1703,1
3,19,72,0
5,18,2267,1
3,21,1148,1
3,20,594,1
3,21,278,1
3,9,210,3
5,23,158,2
5,33,24020,1
3,20,1309,0
3,20,5790,3
3,12,4120,2
3,31,614,0
3,33,3531,1
3,36,1720,3
3,14,1083,0
3,23,209,2
3,23,321,2
3,24,898,1
5,21,325,1
3,22,633,3
3,20,1206,0
3,23,458,2
3,36,607,1
3,33,906,0
3,33,288,0
3,19,836,1
3,14,1044,0
3,21,819,1
3,20,958,0
5,19,1056,1
3,26,1466,0
3,24,3052,0
3,27,466,3
3,38,9834,0
3,37,2072,0
3,37,650,1
3,21,1094,1
3,30,1062,3
5,20,3469,0
3,12,1863,1
3,37,936,1
3,19,661,0
3,21,726,1
3,22,176,0
3,26,4223,1
3,20,798,0
3,24,2086,1
3,38,486,0
3,21,548,1
3,20,798,0
3,35,217,0
3,33,58,0
3,14,1387,1
3,33,579,0
3,21,670,1
3,33,7228,1
3,21,342,1
3,8,1268,0
5,30,1352,1
3,16,2571,1
3,31,5962,1
3,32,850,1
3,19,1010,0
3,12,2038,2
3,28,984,1
3,32,219,3
3,20,2521,0
5,22,150,0
3,20,828,1
3,19,4622,3
3,22,758,2
3,21,4530,1
3,33,916,0
3,13,355,0
3,32,333,1
3,37,2526,0
3,13,955,0
3,21,229,0
3,33,505,3
3,13,1166,1
3,27,527,1
3,19,2428,1
3,19,2898,1
3,13,523,0
3,30,3138,3
3,22,1294,3
3,34,965,3
3,19,861,0
3,26,1028,0
3,25,709,2
3,20,374,0
3,17,326,1
5,29,745,0
3,22,1025,0
5,14,503,0
3,38,1808,3
3,13,1737,1
3,29,723,1
3,22,6749,0
3,20,2433,0
3,29,865,3
5,20,949,0
3,14,1160,0
3,19,625,0
3,32,1674,0
3,46,293,2
3,14,1416,0
5,39,1253,1
3,31,1140,1
3,13,2089,1
3,31,3399,3
3,21,2192,1
3,22,4626,0
3,27,696,0
3,39,2036,1
3,23,1094,2
3,14,1992,0
3,23,1745,2
3,20,1176,0
3,23,283,2
5,23,10212,1
5,9,593,2
5,19,2606,3
3,23,4094,1
3,13,821,1
3,24,2139,0
3,14,2432,0
3,23,1068,3
3,9,1765,2
3,9,5612,2
5,35,10396,1
3,38,674,0
5,23,6248,2
3,24,2107,0
5,29,1309,3
3,30,4629,1
3,37,8519,0
3,30,9572,3
3,31,1239,1
3,23,2405,2
3,33,867,0
3,24,1975,0
3,28,5847,1
5,21,2086,0
5,34,576,1
3,30,3487,3
3,9,3220,2
3,15,7084,2
3,19,348,1
3,35,3162,3
5,26,6074,1
3,9,568,2
3,37,1459,1
3,34,20614,1
3,33,2876,0
5,25,2574,0
3,27,3598,1
3,12,974,3
3,9,494,2
3,33,4085,0
3,22,1094,2
3,27,3042,1
5,32,240,1
3,33,370,0
5,24,313,1
3,28,5367,1
3,15,6108,2
3,22,652,1
3,26,11157,1
3,33,570,0
5,12,606,0
3,33,278,0
3,9,876,2
3,13,1429,0
5,24,3817,1
3,14,1038,0
5,19,1780,1
3,40,4538,1
3,25,520,3
3,24,428,0
3,20,177,1
3,14,527,0
3,28,413,1
3,37,848,0
3,24,769,1
3,20,1518,1
3,18,395,3
3,23,2855,2
3,21,138,0
5,37,3944,1
3,37,368,1
3,13,3005,0
3,24,917,1
3,14,2493,0
3,21,522,1
3,12,2246,2
3,20,981,0
3,33,2009,1
3,11,287,2
3,31,1225,1
3,13,1667,0
3,19,1671,1
3,27,458,0
3,32,3733,1
3,39,1464,3
3,27,3637,1
3,27,663,0
3,16,570,0
3,39,485,1
5,33,302,0
3,24,1898,0
3,31,492,2
3,27,732,1
3,37,768,1
3,25,3511,1
3,20,2278,0
3,16,2057,1
3,27,1214,1
3,19,1090,0
3,19,445,3
3,29,226,3
3,13,2801,0
3,25,2027,2
3,20,2701,1
3,32,457,1
3,20,774,1
3,19,2768,1
3,20,1057,0
3,13,231,0
3,27,1341,1
3,19,343,0
3,21,2654,1
3,14,621,0
3,14,2349,0
3,12,1842,0
3,25,1555,3
3,39,538,1
3,39,1717,1
3,29,214,2
3,27,287,0
5,20,999,0
3,20,3128,0
5,31,4260,1
3,24,889,0
3,24,2093,1
3,23,2158,2
3,37,1324,0
3,24,316,3
3,13,466,0
3,19,406,3
3,24,710,0
3,23,772,2
3,22,287,0
3,14,597,0
3,12,1337,0
3,17,676,1
3,37,873,1
3,27,2606,0
3,20,1401,1
3,38,924,1
3,14,3764,0
5,21,873,0
3,21,3497,0
3,19,579,1
3,24,808,0
3,27,2215,0
3,12,294,2
3,14,1825,0
3,21,372,0
3,37,1382,0
3,18,732,1
3,23,1761,2
3,21,435,0
3,37,597,1
3,24,2392,0
3,37,4038,1
3,26,463,3
3,20,1015,0
3,32,1056,1
5,13,537,0
3,23,1523,2
3,27,347,0
3,14,1298,0
3,13,2426,2
3,33,664,0
5,27,670,1
3,22,5139,3
3,16,3183,3
3,24,1649,0
3,23,1787,2
3,33,404,0
3,32,1928,1
3,23,446,2
3,13,741,1
3,12,206,2
3,20,606,1
3,24,2436,1
3,19,280,1
3,28,565,1
3,14,149,0
3,20,166,3
3,39,1069,1
3,24,969,0
3,21,2877,0
5,24,841,1
3,20,483,0
3,16,142,0
3,19,2788,1
3,37,303,0
3,24,1300,1
3,36,1636,3
3,27,378,1
3,38,3469,3
3,27,2118,1
3,25,3484,1
3,19,2620,0
3,20,2156,1
3,20,713,0
3,13,438,0
3,24,6779,0
3,32,620,1
5,20,845,0
3,37,592,0
3,38,1106,3
5,38,7225,1
3,18,1167,3
5,41,1892,1
5,29,743,0
5,27,660,0
3,19,145,0
3,24,994,0
3,19,1763,0
3,33,3133,1
3,19,1654,1
3,28,1358,0
3,14,789,0
3,9,2021,2
3,21,7802,0
5,19,762,0
3,36,832,3
3,19,1090,0
3,19,2739,1
3,14,529,0
3,38,540,0
3,23,3201,2
3,37,1300,1
3,23,2234,2
3,20,1162,3
3,14,47,0
3,14,370,0
3,24,124,0
3,13,1089,0
3,31,690,0
3,33,806,0
3,14,1101,0
3,14,1674,0
3,20,550,0
3,41,1200,1
3,39,2753,1
5,37,2524,1
3,32,405,0
3,28,724,1
3,24,169,0
3,33,1652,0
3,27,773,0
3,19,1356,0
3,21,683,3
5,41,1981,1
5,11,919,1
3,20,495,0
3,13,566,0
3,9,1701,2
3,13,431,0
5,37,1498,3
3,18,735,1
3,20,2120,0
3,27,429,0
3,27,947,1
3,22,1450,0
3,13,762,0
3,9,485,2
3,34,1705,3
5,28,296,1
3,36,1252,3
3,33,666,0
3,31,496,3
3,24,500,0
3,37,927,0
3,21,2885,1
3,21,2121,1
3,33,434,0
3,36,675,3
3,23,1252,2
5,27,1248,0
3,27,1964,1
3,38,302,3
3,24,815,0
3,12,920,2
3,20,420,1
3,31,1038,0
3,32,801,0
3,36,1953,3
3,20,1071,0
5,24,3573,0
3,23,339,2
3,22,463,2
3,15,1728,3
3,20,465,0
3,20,2318,0
3,23,3128,2
3,19,1054,0
3,22,1941,0
3,23,1494,2
3,24,933,1
5,9,1153,2
3,24,2165,1
3,23,271,2
3,19,3162,0
3,27,710,0
3,37,518,0
3,36,621,3
3,33,508,3
3,32,417,0
3,38,432,0
3,31,724,1
3,20,255,0
3,23,336,2
3,32,1018,1
3,14,1056,0
3,27,1541,1
3,39,1625,1
3,23,798,2
3,19,187,0
3,23,266,2
3,22,544,3
3,32,1578,1
3,8,417,0
3,30,1243,3
3,13,689,1
3,26,2872,0
3,33,277,0
3,22,4566,0
3,29,1443,0
3,32,2834,1
3,14,648,1
3,23,465,2
3,13,1311,0
3,14,1429,0
3,32,398,0
3,12,884,1
3,19,1335,1
3,19,2184,1
3,21,630,1
3,24,2629,1
3,20,1349,1
3,38,907,0
3,24,1317,0
3,23,1187,2
3,14,1822,0
3,20,2032,0
3,33,1387,1
5,33,390,0
3,30,2933,3
3,20,1323,3
3,23,1812,2
3,9,1661,2
3,21,487,1
5,27,377,0
3,37,1351,1
3,9,715,2
3,33,442,0
3,14,1441,0
3,20,692,0
3,23,611,2
5,32,2979,1
3,24,929,0
5,37,370,3
3,28,1869,3
3,60,1566,2
3,36,1812,3
3,15,418,0
5,20,2617,0
3,14,1015,0
3,20,1799,1
3,33,799,1
3,24,847,1
3,14,1117,0
3,37,1200,1
3,24,2348,0
3,13,884,1
3,19,575,0
3,38,1427,0
3,20,1083,2
3,14,2379,1
3,28,1724,1
3,36,1460,3
3,26,811,0
3,39,1001,1
3,31,1930,1
3,32,973,1
3,12,719,1
3,23,1235,1
3,28,1085,0
5,21,2468,0
3,12,352,0
3,9,783,2
3,17,1034,1
3,36,1049,3
3,37,556,0
3,27,891,0
5,30,4655,2
3,12,1754,0
3,37,535,0
3,23,787,2
3,9,1078,2
3,23,2319,2
5,33,3700,0
3,19,393,1
3,37,1125,1
3,39,309,1
3,38,450,3
5,14,1332,0
3,37,618,0
3,21,515,0
3,33,1014,0
3,24,950,1
3,24,1652,1
3,14,2800,0
3,18,585,1
3,19,2400,0
3,29,3146,3
3,24,1631,1
5,27,1271,1
3,37,1496,0
3,27,850,0
3,37,6413,0
3,9,3136,2
3,20,799,1
3,14,1082,0
3,28,709,1
3,27,2941,1
3,37,236,0
3,32,2821,0
3,37,2374,0
3,11,191,2
3,27,1872,0
3,27,1723,0
3,29,3425,3
5,33,1364,0
5,24,1380,1
3,20,1276,1
3,13,447,1
3,26,852,0
3,19,780,0
3,11,499,2
3,26,2139,0
3,33,875,1
3,9,1313,2
3,20,1475,0
5,19,2945,1
3,27,336,1
3,14,3372,0
3,20,2156,1
3,20,559,1
3,19,1943,0
3,24,2060,1
3,12,1891,2
3,23,1398,2
3,13,940,2
3,37,2059,1
3,33,561,0
3,29,456,3
5,12,817,2
3,33,2919,1
3,20,782,1
3,23,1067,2
3,19,713,0
3,33,3183,0
3,12,2185,2
3,19,1368,0
3,23,330,2
3,30,1216,1
3,13,714,2
3,23,2510,2
3,33,1907,0
3,37,691,0
3,20,419,0
3,26,2139,0
3,33,591,0
3,24,551,0
3,36,327,3
3,34,548,3
3,39,2489,1
3,19,285,0
3,29,2432,1
3,22,1085,0
3,14,1305,0
3,21,3763,1
5,12,1020,2
3,20,1392,0
3,35,2863,1
5,38,778,1
3,23,892,2
3,28,1668,0
3,14,1217,0
5,30,762,2
3,14,3116,0
3,13,760,1
5,26,1441,0
3,29,2277,3
3,27,1670,3
3,33,758,0
5,27,2066,0
3,12,284,0
3,15,1194,2
3,32,3351,1
3,33,908,3
3,24,562,0
3,13,1160,0
3,19,712,1
3,19,975,3
3,19,806,0
3,37,1191,0
3,14,602,1
3,23,1092,2
3,17,2326,1
5,12,550,2
3,33,630,1
3,21,4086,1
3,33,1621,0
3,17,681,2
3,38,834,0
3,14,2972,0
3,9,2504,2
3,27,2313,1
3,33,2166,0
3,36,1879,3
3,23,688,2
3,19,756,0
3,12,1539,0
3,39,1236,1
3,37,1002,0
3,21,922,1
3,13,964,0
3,20,454,0
3,20,4544,0
5,21,1072,1
5,28,538,0
3,20,913,0
3,26,786,0
3,33,620,0
3,21,2073,1
3,12,1581,1
5,20,2923,1
3,36,2437,3
3,13,1888,2
3,21,1089,0
3,30,1094,1
3,37,4222,0
3,24,800,0
5,18,3441,1
3,19,4669,1
3,29,1610,2
5,24,1206,0
3,13,1790,0
3,14,1346,1
3,30,1613,1
3,33,2605,0
3,31,1433,3
5,23,1771,2
3,38,6738,3
3,27,3079,0
3,13,942,0
3,33,979,0
3,20,756,0
3,19,1161,1
3,13,534,0
3,33,1052,0
3,23,924,2
3,13,313,0
3,19,301,0
5,24,848,0
3,20,2522,1
5,21,753,1
3,12,668,0
3,23,919,2
3,23,1105,2
3,21,464,3
3,26,583,0
3,41,1315,1
5,38,526,0
3,30,1230,1
3,32,2346,1
3,23,803,2
3,20,355,0
3,13,445,3
3,40,4002,1
3,20,1283,1
3,33,348,0
3,33,1297,0
3,33,4816,1
3,20,1015,0
3,20,3740,0
5,28,610,1
3,27,1656,1
5,14,1042,0
3,29,545,3
3,9,2711,2
3,11,562,2
3,19,329,0
3,19,3006,1
3,33,289,0
3,31,1046,2
3,14,1296,0
5,13,1704,0
3,33,2265,0
3,33,1672,0
3,37,2136,1
3,32,639,1
3,15,1826,2
3,24,434,0
3,17,1261,1
3,20,2044,0
5,37,2094,0
3,29,2890,1
5,21,4221,0
3,14,2281,0
3,9,427,2
3,22,920,1
3,19,332,3
5,33,736,3
5,14,1837,0
3,19,176,0
3,20,1463,0
3,36,856,3
3,20,1593,3
3,24,522,0
3,13,1052,1
3,22,803,0
5,23,357,2
3,13,449,0
3,13,1948,2
3,13,16947,1
5,21,892,0
3,36,453,0
3,19,1672,0
3,23,1873,2
5,24,1715,0
3,28,1744,1
3,23,1764,2
3,37,634,0
3,19,3074,1
3,20,2208,0
3,26,431,0
3,33,356,0
3,19,1184,1
3,33,353,3
5,33,2165,0
3,20,1230,1
3,27,3059,1
3,19,3888,0
3,14,594,0
3,35,2101,2
3,31,1133,3
3,21,3220,0
3,36,1870,3
3,14,1447,0
3,30,996,0
3,26,934,0
3,37,511,0
3,33,749,0
3,33,3346,0
3,20,1498,3
3,24,1138,1
3,24,4025,1
3,11,904,2
3,21,1307,1
3,24,1470,0
3,9,346,2
3,16,984,3
3,24,3897,1
3,14,920,0
3,24,2104,0
5,21,1294,1
3,24,4662,0
3,37,239,0
3,23,3393,2
3,23,1682,2
3,19,2230,0
3,13,379,1
3,31,50,3
3,20,400,0
3,20,589,0
3,19,419,0
3,20,1585,1
5,9,2059,2
3,14,878,0
3,19,1369,3
3,27,896,0
3,20,120,0
3,24,1734,0
5,34,775,3
3,31,306,0
5,28,1579,0
3,13,1088,2
3,21,456,1
3,9,560,2
3,27,942,1
3,21,777,3
3,13,9720,3
3,12,1904,0
3,14,694,0
3,23,665,2
3,27,1969,1
3,13,420,0
3,22,677,3
3,20,3887,0
5,21,892,1
3,33,5677,0
3,24,976,0
3,23,1354,2
3,36,650,3
3,33,1318,0
3,23,761,2
5,33,463,0
3,19,878,1
5,19,606,1
3,27,1156,1
3,9,1118,2
3,20,777,1
3,21,1786,1
3,9,772,2
3,23,2873,3
3,19,527,0
3,23,524,2
5,13,2813,0
3,38,640,3
5,22,539,0
3,24,1121,1
3,9,1535,2
3,24,1247,0
5,33,1096,0
3,23,740,2
3,33,309,0
3,14,291,0
3,24,1388,1
3,24,3377,1
5,19,842,0
3,20,898,0
3,36,3551,3
3,14,1415,0
3,20,1529,0
3,23,1276,2
3,24,829,0
3,13,1267,1
3,20,450,0
3,19,2053,0
3,14,728,0
3,23,2315,2
3,37,4010,1
3,24,4094,0
3,40,1722,1
3,23,3151,2
3,23,596,2
3,24,1057,0
3,27,1620,0
3,22,741,1
3,21,614,1
3,28,1119,1
3,26,1498,0
3,23,1782,2
3,30,615,3
5,13,89,1
3,36,315,3
3,25,790,2
3,23,1045,2
3,37,1690,1
3,20,1106,1
3,18,2404,1
5,22,2290,1
3,14,572,0
3,36,435,3
3,25,1121,2
3,20,552,2
3,22,1008,3
3,14,2132,0
5,13,668,0
3,24,3697,0
3,24,3671,1
3,36,1261,1
3,33,2033,1
3,14,1210,0
3,14,1283,0
3,14,1171,0
3,27,659,3
3,12,1220,2
3,16,415,0
3,37,462,0
3,19,1803,0
3,36,1664,3
3,21,1869,1
3,39,951,1
3,32,14966,1
3,32,400,1
3,13,1526,0
3,34,2059,3
3,14,795,0
5,23,1058,2
3,13,1301,0
3,35,279,3
3,18,464,1
3,36,1167,3
3,9,1610,2
3,24,847,0
3,20,680,1
3,33,410,1
3,33,488,0
5,33,5563,1
3,16,571,1
3,55,2898,1
5,22,698,0
5,7,1251,1
3,17,1058,1
3,32,416,0
5,27,457,0
3,22,253,0
5,20,1162,0
3,31,612,3
3,27,1535,3
3,12,278,1
3,24,706,0
3,21,1466,1
3,18,439,1
3,18,2271,1
5,21,1692,1
3,13,1028,2
3,14,439,0
3,33,276,0
3,19,999,1
3,24,1042,1
3,9,1057,2
3,37,2072,1
3,21,423,0
3,13,448,0
3,18,1400,1
3,33,269,0
3,33,1657,0
5,30,2418,1
5,20,2899,0
3,39,1695,1
3,30,2861,1
3,46,797,2
3,28,1412,0
3,32,1633,1
3,29,406,0
3,37,2227,1
3,20,3620,1
3,24,1630,1
3,33,396,0
3,21,1204,1
3,24,1779,1
3,19,2297,1
3,33,6734,0
3,21,1481,1
3,9,1503,3
3,24,489,0
3,32,505,1
3,23,706,2
3,19,1764,0
3,12,1176,2
3,13,1916,0
3,14,1029,0
3,24,3691,1
3,14,1047,0
5,35,2125,1
5,19,286,0
3,33,8669,1
3,19,341,0
3,20,1360,0
3,14,466,0
3,9,1917,2
3,28,903,1
3,23,987,2
5,20,1340,1
3,37,699,0
3,27,688,0
3,20,857,2
3,12,225,0
3,12,347,2
3,20,936,3
3,19,415,0
3,25,1676,0
3,33,743,0
3,14,315,0
3,19,666,0
3,33,816,3
3,21,2169,3
3,29,361,3
3,39,1433,1
3,22,1466,0
5,27,1252,1
3,27,698,0
3,38,9597,3
3,14,199,0
3,27,1363,1
3,27,623,0
3,33,596,1
3,36,1166,3
3,33,1432,3
3,19,629,1
3,23,564,2
3,32,992,1
3,21,309,1
3,14,1062,0
3,24,1173,0
3,28,191,1
3,20,106,0
3,24,2222,0
3,37,251,3
5,21,2927,1
3,20,2658,1
3,11,250,2
3,31,1724,1
3,14,532,0
3,24,1175,1
3,17,1472,3
3,21,660,1
3,33,275,0
3,20,456,0
3,20,1675,1
3,27,2497,1
3,9,1700,2
3,14,1733,1
3,27,823,1
3,22,3350,1
3,24,618,0
3,24,453,0
3,27,3259,0
3,33,4100,0
3,33,336,0
3,23,6140,1
3,19,2318,1
3,14,1733,1
3,13,1459,1
3,21,2180,3
3,20,1321,3
3,19,1727,1
3,22,317,0
3,14,3081,0
3,6,1379,2
3,32,473,1
3,16,510,0
3,12,819,0
3,23,80,2
3,23,4887,2
3,18,1345,1
3,37,1805,0
3,9,926,2
3,33,3335,3
3,12,793,0
3,22,4339,0
3,13,3151,0
3,20,691,0
3,27,3591,1
3,14,1197,0
5,14,3640,0
3,50,962,1
3,27,271,1
5,19,945,1
3,33,262,0
3,26,1499,0
3,38,338,0
3,18,601,1
5,14,1985,0
3,13,1313,2
3,27,8185,1
3,14,1578,0
3,27,281,1
3,14,2266,0
3,23,942,3
3,33,441,0
3,33,285,0
3,37,961,1
3,27,344,0
3,18,1414,1
3,34,1754,1
3,19,905,3
3,33,2189,0
5,32,1359,1
3,33,1364,0
3,20,4352,0
3,27,2337,0
3,9,3015,1
3,20,1587,0
3,12,194,2
3,14,401,0
3,21,4345,1
3,24,2197,0
3,20,564,0
3,28,5128,1
3,14,942,0
3,37,625,0
3,20,594,0
3,43,435,3
3,13,845,1
3,12,421,2
3,21,1122,1
3,32,1182,1
3,7,8700,2
3,32,3107,1
3,13,1052,0
3,37,1143,0
3,33,444,0
3,19,135,0
3,27,4515,1
3,33,1011,0
3,38,1658,3
3,24,1450,1
3,24,2377,0
3,27,1034,1
3,20,418,1
3,33,276,0
3,23,710,2
3,33,289,0
3,17,2158,1
3,32,3430,3
3,18,1017,1
3,21,456,0
3,30,1118,2
3,19,304,1
3,25,577,3
3,57,539,3
3,16,498,3
5,32,1258,1
3,21,2452,1
3,36,607,3
3,33,996,1
3,33,366,0
3,20,623,1
3,14,2132,0
3,24,951,0
3,24,1869,1
3,21,1393,1
3,12,2414,0
3,37,2686,1
3,41,1118,1
3,14,1231,0
3,21,910,1
3,13,1009,1
5,24,334,0
3,27,618,0
3,21,209,1
3,25,2997,2
3,38,723,1
3,24,200,0
3,41,837,1
3,27,484,0
3,24,1241,0
3,24,429,1
3,20,277,3
3,23,1263,2
3,13,1532,2
3,24,207,0
3,22,1688,0
3,24,675,0
5,22,1356,0
3,31,1401,1
3,21,507,3
3,9,1417,2
3,23,832,2
3,21,608,0
3,23,785,2
3,37,1041,1
3,9,1151,2
3,14,5107,0
3,37,1058,3
3,34,880,3
3,19,114,2
3,31,877,2
3,22,1033,0
3,36,1336,3
3,19,1342,1
5,37,1563,0
3,20,356,0
3,14,745,0
3,19,389,0
5,33,820,1
3,8,145,0
3,20,1114,0
3,13,926,0
3,33,903,0
3,13,711,0
3,9,4414,2
5,12,508,2
3,30,1104,2
3,14,1543,0
3,14,1063,0
5,36,673,3
5,9,819,2
3,37,1211,1
3,23,988,2
3,33,1228,0
3,32,840,0
3,22,851,3
3,27,918,1
3,33,640,0
3,15,2292,2
3,39,992,1
3,23,21,2
3,13,408,2
3,21,563,2
3,33,110,0
3,26,222,0
3,27,3924,1
3,31,217,0
3,18,709,1
3,32,657,1
3,23,350,2
3,27,789,0
3,20,627,0
3,23,195,2
3,38,432,0
3,23,399,2
3,23,857,2
3,23,2522,2
3,24,1680,0
5,9,443,2
5,23,448,2
3,23,548,2
3,9,4521,2
3,24,244,1
3,12,300,2
3,9,154,2
3,23,478,2
3,20,408,1
3,23,525,2
3,20,926,0
3,14,1768,0
3,28,830,1
3,19,423,1
3,27,543,0
3,14,2124,0
3,20,432,0
3,12,699,2
3,48,428,0
3,9,2172,2
3,33,795,0
3,18,15169,1
5,19,3429,1
5,14,1837,0
3,17,493,1
3,24,771,0
3,14,1756,0
3,23,1941,2
3,20,1082,1
3,24,1894,0
3,27,1616,1
3,36,143,3
3,14,2933,0
3,27,1065,3
3,36,1072,3
3,23,880,2
3,23,509,2
3,23,6963,2
3,23,1662,1
3,12,342,0
3,32,1286,1
3,19,1223,0
3,24,803,0
3,27,335,0
3,36,1350,3
3,38,1422,0
3,33,256,0
3,24,931,0
3,19,184,0
3,16,733,3
5,13,1188,0
3,19,227,0
5,13,135,0
3,23,300,2
5,19,1310,1
3,24,2274,0
3,17,1207,1
3,24,414,0
3,19,654,0
3,24,626,1
3,25,1650,0
5,19,589,0
3,38,2006,3
3,23,678,2
3,22,2189,0
3,13,600,0
3,19,1123,1
3,23,1070,2
5,24,897,0
3,13,461,1
3,20,487,0
3,20,4370,1
3,33,934,0
3,24,1834,0
3,23,3306,2
5,21,771,3
5,33,4109,3
3,14,3293,0
3,20,3644,3
3,19,760,1
3,20,1649,3
3,33,542,0
3,9,927,2
3,38,1097,3
3,13,5940,1
3,32,3097,0
3,20,415,0
3,16,1186,3
3,20,712,0
3,14,808,0
3,23,1197,2
3,27,539,1
3,14,1852,1
3,24,614,0
3,24,1026,0
3,19,1198,1
3,19,678,0
3,19,892,0
3,19,165,0
3,23,926,2
3,20,1177,0
3,20,1304,0
3,24,855,0
3,24,1979,0
3,23,455,2
3,14,138,0
3,21,247,0
3,23,506,2
3,12,456,0
5,13,729,0
3,14,983,0
3,12,695,1
3,23,82,2
3,24,1951,1
3,19,1996,1
3,32,1066,1
3,24,838,0
3,33,772,0
3,9,935,2
3,22,4305,3
3,19,1833,0
3,33,866,0
3,37,133,1
3,23,82,2
3,11,388,2
3,23,909,2
3,9,2488,2
3,12,785,3
3,14,836,0
3,24,1597,0
3,21,421,1
3,23,1316,2
3,19,860,0
3,33,1303,0
3,33,336,0
3,23,732,2
3,26,1030,3
3,27,3966,0
3,21,2560,1
3,25,8331,1
3,27,1308,1
3,24,784,0
3,21,305,0
5,9,1037,2
3,14,645,0
3,39,1313,1
3,21,2184,1
3,24,701,0
3,19,761,0
3,41,1422,1
3,34,584,1
3,21,757,1
3,20,833,1
3,27,1330,0
3,23,4805,3
3,19,1571,1
3,27,2005,3
3,28,2207,1
